CustomerID,Age,Gender,Annual_Income_USD,Spending_Score,Membership_Status,Preferred_Payment_Method,Region,Total_Purchases,Avg_Purchase_Value,Last_Purchase_Date,Churn,Satisfaction_Score,Website_Visits_Last_Month,Avg_Time_Per_Visit_Minutes,Support_Tickets_Last_6_Months,Referred_Friends
b1e5f0d2-8859-4ba6-9b22-bce3323f3dbb,69,Female,100225,58,Bronze,Credit Card,East,20,399.16,2024-08-08,0,4.4,10,2.86,2,2
a5e2d943-0c91-445c-9e88-5b40337bafb1,23,Female,102273,26,Silver,Cryptocurrency,East,16,401.52,2025-03-06,0,1.1,20,4.63,1,0
43d478eb-b1b7-4283-829c-e81be68accc8,41,Male,146170,95,Silver,Debit Card,East,18,186.39,2024-09-27,0,3.1,16,7.38,2,0
3f98e9fa-8f04-4409-b2e7-d1b7397b868d,50,Female,101550,79,Platinum,PayPal,North,25,299.93,2025-06-04,0,2.0,12,3.7,1,0
1625f183-dc25-403c-9efc-fc0d35450dea,66,Male,107354,98,Bronze,PayPal,Central,21,388.03,2024-12-19,0,2.7,8,5.33,2,0
e2793f20-4f5a-4165-bbb2-45766babebee,46,Male,118737,29,Gold,Debit Card,Central,17,398.93,2025-06-08,0,4.0,15,10.34,1,0
9c6c16e9-bd51-43b8-a4cc-dfba26e1e428,60,Female,96680,9,Bronze,Cryptocurrency,South,18,294.49,2025-01-26,0,4.1,17,7.87,1,0
ded80d4f-0cf0-4d9f-be8d-c20d94337ee5,39,Female,116537,78,Bronze,Credit Card,South,24,402.19,2024-10-19,0,2.6,17,3.56,2,1
8ff28415-088e-4aaf-9528-23d808ce3890,43,Male,77602,36,Bronze,PayPal,North,26,23.2,2025-02-22,0,1.4,20,5.44,5,0
2f383ddf-5c99-4d5c-b5d6-31bef9eb4657,45,Male,86403,4,Bronze,Credit Card,South,23,471.87,2025-05-22,1,3.4,10,4.53,0,0
a3933ec3-c179-4516-8d7a-5b1780c913a6,67,Female,47182,59,Bronze,Cryptocurrency,East,16,436.58,2025-02-16,0,2.1,23,7.13,2,2
7096f932-e1df-4447-86a1-c5fdd61f5af0,38,Female,99876,37,Bronze,Cryptocurrency,North,13,35.45,2024-07-25,1,1.5,11,6.27,1,1
3937b875-e835-43c4-94f6-ed2286eaf91c,66,Female,97373,88,Bronze,PayPal,North,24,215.47,2025-02-24,0,2.3,14,1.58,1,2
66b595d6-33b5-49a5-a0be-415c2ff089fc,24,Male,67059,81,Gold,Credit Card,North,23,460.54,2024-08-15,0,3.3,8,2.32,1,2
b51837d8-3419-450f-a554-b3f56ec45d39,34,Male,28787,13,Silver,Cryptocurrency,West,31,261.27,2025-03-17,0,4.6,22,5.37,3,1
e7dd56ef-ce54-44be-969e-f5b815eb1576,37,Male,140452,20,Gold,Credit Card,South,27,54.81,2025-02-10,0,1.9,17,7.18,2,1
e7673feb-866d-42e8-bce3-138ca247aa24,58,Male,20393,17,Silver,PayPal,Central,18,483.6,2024-12-02,0,4.1,13,2.78,0,2
b65fc041-0c5b-452c-8055-57e8ffbe55fd,66,Female,81775,51,Gold,PayPal,West,19,185.66,2025-05-10,1,4.4,13,4.71,3,1
1d60add9-efc6-408f-9b89-349d813a2688,37,Male,79454,91,Silver,Cryptocurrency,East,19,262.96,2024-08-07,1,1.6,15,2.07,1,0
5b2690c2-531c-4bcf-b6c8-1f5cff740d09,39,Male,32056,55,Bronze,Cryptocurrency,West,21,319.66,2025-05-25,0,1.0,10,5.18,0,1
32a79fd7-23b7-48c6-a674-50ba7caff966,45,Female,81483,33,Silver,Credit Card,East,29,417.89,2025-06-05,0,4.8,15,5.17,2,0
6204f497-e15c-478a-affc-72ce4bbb9e1f,57,Female,128696,21,Silver,Cryptocurrency,Central,17,437.83,2024-12-26,0,1.4,11,6.43,0,0
56f582c3-9009-47a1-9860-ee96df916b8d,66,Male,64957,81,Silver,PayPal,Central,19,330.01,2024-06-23,0,1.6,20,8.08,2,0
91e3bb9e-6b76-416d-a452-01db05316f0e,24,Female,48429,22,Gold,Cryptocurrency,South,24,474.72,2025-04-18,0,2.6,19,9.04,3,1
3642f90d-6e05-44b1-af00-f5bfddf575a3,18,Female,65909,25,Gold,Debit Card,West,20,117.32,2025-06-14,1,2.2,11,4.08,1,1
a19433c5-ee45-4631-bc6f-3f06a4b4c668,49,Female,72906,67,Silver,PayPal,Central,24,453.37,2025-04-09,1,4.9,12,3.8,2,0
ea043f3c-a204-4925-a53b-85a1dbd4f663,30,Male,117435,91,Gold,Credit Card,East,16,103.15,2024-08-27,0,4.3,15,6.38,0,1
1087438b-f5d3-4082-8522-1c2057cf216e,47,Female,117757,91,Silver,Cryptocurrency,Central,17,448.28,2025-01-27,1,3.6,15,4.48,1,0
7d620319-0533-42e9-af9f-c2c3635b4172,40,Female,106290,12,Bronze,Cryptocurrency,South,21,115.78,2025-02-06,0,1.1,14,5.99,0,0
57ef83f5-ce0f-430d-9a91-b690c5d86601,68,Male,64389,15,Silver,PayPal,East,21,362.43,2025-04-05,0,2.0,17,5.35,0,0
16155106-3f04-445a-9bb1-6ab68dc1d687,36,Male,40905,84,Gold,PayPal,North,17,410.31,2025-01-21,0,1.8,18,6.0,3,1
71255449-88a0-49e8-af3e-cfd3cc584e10,49,Female,109619,86,Silver,Credit Card,South,23,201.36,2024-11-09,0,2.0,13,3.97,2,2
d95be60b-e02c-4158-bc85-c6f5b19dd1d4,47,Male,73730,2,Platinum,PayPal,South,19,65.61,2024-06-27,0,4.8,15,1.91,2,1
aa9fee3a-aca5-490d-966d-5f2e0eca39db,46,Female,77557,4,Bronze,Credit Card,North,24,187.63,2025-01-17,0,2.6,13,8.77,0,1
cf2ccda9-efac-4b7f-8af2-97e4b5b4e02b,66,Male,136814,45,Gold,Cryptocurrency,Central,11,40.2,2024-09-02,1,4.5,18,9.95,0,0
e391bf36-99dc-4d52-a735-d23eb6042fbc,62,Male,126634,13,Gold,Credit Card,South,17,333.06,2025-06-16,0,2.9,18,1.89,1,1
21949dec-503d-4a1a-ac0a-e3b1522bd418,46,Male,115157,55,Gold,Credit Card,North,16,351.61,2024-09-27,0,3.7,17,6.01,1,0
06e1e565-3538-468b-96a2-33f3e997c3ff,47,Female,106113,32,Bronze,Credit Card,North,23,141.48,2024-06-20,0,4.8,23,4.28,1,3
100a4dc5-4490-4d57-9820-05a45f56f5f4,33,Male,122264,22,Bronze,Cryptocurrency,South,16,329.28,2025-05-28,1,3.3,17,3.44,1,1
1ec68c88-de7b-4dfe-87c0-4f4cfec3f901,57,Female,86199,89,Silver,Debit Card,West,21,38.67,2025-02-13,1,2.4,12,4.44,4,0
0ec640a2-c037-475a-acad-a591228026e3,36,Female,67301,91,Bronze,Debit Card,South,26,25.45,2024-09-25,0,2.9,14,5.07,3,0
fc9ab378-e586-48c6-b0d8-3ccede18ed51,35,Female,104752,55,Gold,Credit Card,West,21,209.92,2024-09-22,0,2.9,14,5.71,0,0
6ee33e19-8675-414c-b2da-d582cf1a3296,18,Female,67259,17,Bronze,PayPal,Central,19,247.38,2024-12-21,0,4.2,14,5.99,1,1
8623cc20-fe61-4753-ac4e-8be49f85c89f,31,Female,94801,70,Silver,Debit Card,North,25,19.12,2024-07-30,0,2.3,17,6.58,4,1
77648702-c359-4178-8a87-d8f4d51ef76e,68,Male,24574,51,Bronze,Cryptocurrency,East,14,299.06,2024-11-08,1,1.2,9,3.78,2,1
ef3745ca-44c9-4eaf-a072-f1362b49a92d,64,Female,108291,80,Silver,Credit Card,South,22,418.05,2024-06-20,1,3.7,11,4.54,2,1
6896c60f-e35b-494c-b885-38778745deea,67,Female,146902,8,Gold,Debit Card,East,20,211.15,2025-06-08,0,4.4,13,7.35,0,3
973438fb-c512-438c-a996-cd9b7af8f6ad,19,Male,76776,61,Bronze,Cryptocurrency,Central,17,376.05,2024-12-30,0,3.0,7,5.23,0,1
7a275e77-adb3-4e90-97ab-d1fc35c196ee,45,Male,116777,97,Gold,Credit Card,South,19,84.05,2024-06-30,0,1.6,22,3.39,1,0
35af4390-e7a8-4a04-b863-364e400e9e92,66,Female,108212,10,Bronze,Debit Card,East,25,269.5,2025-05-29,0,1.6,17,7.73,0,3
92ad9c5f-349c-45bb-ac26-8ad9b83fa052,67,Male,107097,98,Silver,Credit Card,Central,20,396.69,2025-02-13,0,4.6,14,5.48,1,1
f6d28a59-65f3-46d0-a3c3-5480f84c1601,47,Female,44737,19,Silver,Debit Card,West,22,344.2,2024-09-18,1,1.3,14,5.55,2,1
a2e65579-ad95-48c9-a394-190c953ffac2,55,Male,43390,14,Bronze,Debit Card,Central,29,392.03,2024-12-07,0,3.0,13,3.88,1,1
47f0b771-1e48-44b1-8e39-3165301d6b5b,68,Male,111612,67,Bronze,PayPal,South,23,363.36,2025-05-17,0,2.3,15,5.2,1,1
794d04d0-cd66-4c2b-aca2-7f92892417ca,21,Female,72330,55,Gold,Debit Card,South,19,69.3,2024-12-29,0,2.1,16,7.43,7,0
273cca26-f80a-4838-8502-1968f7dd5362,18,Male,91082,61,Bronze,PayPal,South,16,60.31,2025-05-08,0,1.7,15,2.83,3,0
1468946f-5e34-47f5-ad34-642cf92fea9c,25,Male,73642,56,Bronze,Cryptocurrency,Central,22,488.02,2024-09-27,0,2.2,19,3.39,2,1
f8ff965a-1113-4dc6-adb7-757b4f763bdc,46,Female,41280,63,Gold,Debit Card,South,11,246.33,2025-02-20,0,3.9,9,6.33,4,1
60ca6427-6273-4a62-9fc1-b8a654c168bf,56,Male,118489,87,Bronze,Credit Card,Central,19,368.87,2024-09-02,1,3.4,19,4.37,1,1
57e05b21-de6c-43e8-af6e-470fd4ee3810,20,Female,41037,11,Gold,PayPal,North,20,343.95,2025-02-24,0,1.3,20,7.09,5,0
2e332ffe-504f-4535-abf7-d1a9e598993d,49,Female,136668,47,Silver,Debit Card,North,20,31.7,2024-12-18,0,4.0,17,7.5,0,0
1a9a393e-7de6-479a-8c51-42543818b77e,27,Female,139229,6,Bronze,PayPal,North,16,253.36,2024-11-03,0,2.4,14,5.35,0,2
202a3eae-69b0-475e-9a37-08723b8b53af,27,Male,60576,34,Bronze,Credit Card,East,14,265.47,2024-11-03,0,1.9,17,3.66,1,0
5dd51648-168b-4116-919b-5a2598eac6b7,36,Male,48564,65,Silver,Credit Card,North,12,406.21,2024-12-05,1,4.3,14,4.4,3,1
0202b25e-9772-4630-8f31-a92632e02bc4,63,Female,119133,99,Bronze,Credit Card,North,18,481.47,2025-05-27,1,3.5,13,5.7,2,1
ba8449bf-d650-49ea-8fc4-d1ee1546e89a,51,Female,105439,89,Bronze,Cryptocurrency,Central,17,151.82,2024-08-03,0,3.9,13,8.6,1,2
d8f19aba-b28a-4bc2-bc6f-cc9b437ac44a,50,Female,116342,64,Gold,Cryptocurrency,Central,25,38.84,2025-03-05,0,2.2,18,5.79,1,1
6ebdc851-56c1-45ba-b0d6-4c6cb09feeb2,40,Female,131864,93,Silver,Credit Card,South,24,242.9,2025-03-06,0,4.0,17,2.52,2,2
b2b1ccf2-ea95-4f15-a59a-28045223d173,45,Male,109928,87,Bronze,Cryptocurrency,South,11,24.63,2025-06-20,1,2.1,13,3.25,1,3
9712c5c8-938d-4ffb-8b44-e82523cb4865,49,Male,48087,82,Silver,Cryptocurrency,South,26,198.86,2024-08-10,0,3.7,17,2.22,1,1
1bf6f916-457e-462a-98ad-1e1c0f02ced7,67,Male,129824,78,Silver,Cryptocurrency,Central,27,143.9,2024-07-16,0,1.9,8,7.07,1,2
e9bd3987-fc86-4a12-ae0c-c4a62b300342,24,Male,129844,81,Silver,Cryptocurrency,Central,26,129.06,2024-09-18,0,3.5,10,4.9,5,1
7958f23f-dd16-499f-ac19-3d175369e2b7,46,Male,107829,66,Silver,Cryptocurrency,North,17,10.79,2024-07-07,1,2.8,16,7.26,1,1
589b8957-219c-4b0c-9625-36cac6819d7d,25,Female,96213,31,Platinum,Cryptocurrency,West,23,132.81,2025-01-20,0,1.6,12,2.57,2,1
ca737866-db26-4d0b-aeef-848d60871c62,18,Male,32803,83,Bronze,Credit Card,Central,15,166.76,2024-10-16,0,3.4,10,4.08,0,1
96aef339-1cc1-47de-8c31-a72674ff4051,20,Male,132192,96,Bronze,Cryptocurrency,West,15,456.41,2025-03-21,1,1.0,9,6.68,1,0
9747e234-3ae8-4b88-bfc7-35a74cdc4986,41,Male,66002,62,Bronze,Cryptocurrency,Central,21,53.25,2024-11-22,0,3.8,17,4.92,1,1
80cc117c-5c88-47cd-89c4-53ba71df3af3,40,Female,86761,54,Bronze,PayPal,Central,10,385.83,2024-07-21,0,4.8,22,3.66,3,1
32ebe0b6-765d-481d-b135-28a7b8314bd4,25,Female,148574,92,Bronze,PayPal,East,25,365.18,2025-05-12,0,4.6,12,4.67,1,0
bf973c1a-b036-47d1-9794-1f2d57541960,64,Female,91310,8,Bronze,Cryptocurrency,West,18,169.86,2025-04-04,0,4.9,16,3.46,2,0
bb66f7ce-72bc-47eb-be07-4b528b3010b0,54,Female,98579,42,Silver,Debit Card,East,17,454.42,2025-04-28,0,2.8,16,6.49,2,0
7e2808e2-b009-41c6-9305-4a14c895c744,20,Male,36163,41,Bronze,Debit Card,North,17,331.1,2024-09-13,0,4.3,14,7.0,2,2
fb353c0c-d596-42c9-9fc5-828045f83c65,68,Female,88380,59,Gold,Cryptocurrency,East,22,57.53,2024-07-07,0,1.6,14,6.75,2,0
5f7e0070-fb7c-4076-a190-6a1843155b40,50,Male,92883,40,Bronze,Credit Card,East,14,109.97,2024-10-29,0,1.1,10,3.84,3,2
86d43af9-912a-4e7a-8ef1-d6b02a6ee888,45,Male,71885,22,Platinum,Credit Card,North,28,206.56,2024-11-21,0,1.6,13,6.26,1,0
02466548-f31c-4434-b952-3a96cc405241,64,Female,106340,24,Silver,PayPal,West,18,483.97,2024-10-11,1,2.8,12,4.09,3,1
414f4388-c508-4275-91a8-68ee3c7c97af,25,Female,56764,38,Gold,Credit Card,South,23,139.57,2024-09-01,0,1.7,13,3.21,0,0
6ab4d1a7-51dd-4557-a24d-0d5cb5b28604,51,Male,112782,2,Gold,Credit Card,Central,14,219.83,2024-11-09,0,2.8,11,5.64,0,2
ff22a788-dd8e-4006-90a5-2aec60a2e4ec,52,Male,82126,41,Gold,Credit Card,West,17,284.73,2024-07-18,1,1.9,23,5.26,2,2
bd46f480-8cf2-453e-bba0-f7e32c5eda01,49,Female,127994,19,Silver,Cryptocurrency,North,20,184.2,2024-11-15,0,1.9,23,5.81,1,1
086da588-678b-4b6e-bf37-9b923522db4d,41,Male,87224,2,Bronze,Cryptocurrency,East,16,353.48,2025-04-15,1,4.7,18,5.21,4,0
f5399f3d-6576-4bd5-a813-9fbda6e55c38,31,Male,67055,92,Silver,Debit Card,South,23,333.84,2024-10-05,0,3.1,11,3.21,0,0
18e7edfd-862a-444a-b1cb-ae6e888a6d0a,49,Male,71599,96,Silver,PayPal,East,19,39.6,2025-01-06,1,3.7,10,7.53,0,1
02e4bc62-a772-4478-856d-bc61df41dcf6,63,Male,102787,62,Bronze,Debit Card,Central,28,220.09,2024-10-14,0,2.6,15,3.09,2,0
3722864e-0b2f-4965-ae3a-d3d8c4139541,60,Female,98040,83,Bronze,Credit Card,North,18,392.73,2024-11-27,0,1.7,14,6.06,3,1
5458910f-882d-4b55-a2ec-322ed0bdadec,33,Male,59720,16,Bronze,Credit Card,South,27,323.56,2024-09-25,0,3.9,16,1.41,1,0
f95cba90-5495-4e57-8b58-d9e6bf4b1194,21,Male,113120,94,Bronze,Debit Card,West,16,235.49,2025-04-23,1,2.8,8,3.03,0,2
fa8f440a-ad3a-439f-8597-fb36018647b1,69,Female,64484,22,Bronze,Debit Card,West,23,367.64,2024-08-09,0,4.4,7,5.82,1,0
610c2091-7291-4c93-885e-e2653ae51f4f,54,Female,147976,14,Silver,Cryptocurrency,North,24,338.54,2024-10-15,0,1.3,12,5.68,0,2
4488ab5f-49cd-4ca7-9f64-e9687332f042,38,Male,134067,56,Bronze,Cryptocurrency,North,14,420.43,2025-01-16,0,2.5,13,6.28,5,1
860bd9c4-2461-44b0-b317-0bd1fdf1f3ee,31,Male,58852,65,Silver,PayPal,East,22,34.99,2024-08-20,0,1.6,10,5.97,2,2
13664be6-531b-4048-bfa9-34373ca6ff9f,48,Male,33219,45,Gold,Cryptocurrency,South,24,272.29,2024-11-15,0,3.8,7,6.4,5,0
e62745fa-40cd-472f-96b7-49e04ed6c1f1,65,Female,128508,54,Silver,Credit Card,Central,20,333.56,2025-03-14,0,2.3,16,3.5,1,1
a9dade5a-bbfd-4b19-84c8-ab8f4db9fb06,35,Female,110351,66,Platinum,Credit Card,North,24,340.97,2025-01-21,0,2.7,16,1.71,3,0
5078c783-9121-4139-853a-8d4e3d44ac08,24,Female,68865,86,Bronze,Debit Card,South,18,461.99,2025-02-12,0,2.4,13,4.8,1,1
f9ce8f78-97a7-4cc5-810f-6671f2b22683,27,Female,74457,46,Gold,PayPal,North,20,211.69,2025-03-09,0,4.4,10,5.02,0,1
9f5d24d3-b304-4dbd-a1f3-e015d39eaa0b,24,Female,110159,33,Bronze,Cryptocurrency,North,16,399.61,2025-05-30,0,3.3,12,5.56,0,0
3a8ba02e-6fa6-414a-b12f-57295a48b18a,50,Female,56817,79,Platinum,PayPal,West,25,395.16,2024-07-25,0,3.8,13,8.22,0,0
5fcd8e30-7518-44dc-9d9c-2fb9bb2f8b63,40,Female,88993,50,Bronze,Credit Card,South,27,141.74,2024-06-29,0,4.0,22,1.04,2,2
ab17b685-2b96-492c-a98f-795d59c7cc1c,38,Male,113391,22,Gold,Credit Card,West,19,141.47,2024-07-18,0,3.8,18,4.31,0,2
ff3b0643-5c1e-4a0b-940e-073890de546b,36,Other,72380,40,Bronze,Cryptocurrency,West,21,471.99,2024-10-25,0,4.8,16,6.23,3,2
e803e6ad-39d6-40ec-bab7-c862b6a1598c,65,Male,70400,39,Silver,Cryptocurrency,South,14,168.96,2025-02-25,1,3.6,13,6.69,2,1
46eaddaf-9844-4202-a336-cd91a6ca8047,36,Male,135855,41,Bronze,Cryptocurrency,West,16,213.06,2024-10-05,0,3.6,12,3.17,1,0
fb494085-8dcc-4c48-a965-be0928d18640,53,Female,56258,75,Silver,Debit Card,East,19,305.94,2025-05-17,0,4.2,12,4.71,3,1
981aa7e5-ea9c-49b8-8195-e908dcf85db3,46,Male,101006,68,Silver,Credit Card,Central,10,165.12,2025-03-08,0,1.1,15,0.5,1,0
e0e4b7b1-50f8-40c2-956f-4c4c454aaea3,35,Female,68957,7,Platinum,Debit Card,Central,30,334.28,2024-08-21,1,1.2,13,7.82,2,1
6727c477-f8a6-46ff-bb9f-ec5f9ab865d1,19,Female,131466,85,Silver,Credit Card,East,20,151.83,2025-02-27,0,2.0,15,4.88,0,0
28113c2a-4270-493d-8227-d06f6edb3a13,18,Male,38281,71,Silver,Cryptocurrency,North,24,268.39,2025-02-19,0,1.7,13,3.59,0,1
56be7cad-9bc6-4a4a-936c-8d7f51555638,64,Female,97264,4,Bronze,Credit Card,West,16,284.2,2024-12-05,0,1.6,20,2.92,3,0
db8307aa-8d7d-4a1b-813d-bee5871be3a2,22,Male,71331,76,Silver,Credit Card,Central,19,402.28,2024-10-09,1,3.2,14,3.04,3,0
1750a4a4-63ae-48ff-8f00-389a4239e82f,37,Male,65680,91,Bronze,PayPal,South,20,431.43,2025-05-24,0,1.8,12,4.84,1,0
7786dfda-d014-465b-8529-f488e6cde984,28,Female,58723,59,Gold,Credit Card,North,23,343.98,2025-02-17,0,4.9,15,6.57,6,1
e36ad467-a3d8-46b1-969e-4f9c80d584a0,59,Female,30162,81,Bronze,Credit Card,Central,14,142.31,2024-12-29,0,1.7,18,3.67,0,1
6ece43d0-7d41-469b-bbe0-415dd2210e20,19,Female,114808,84,Silver,PayPal,West,21,237.29,2024-09-09,0,1.7,13,9.6,0,1
9d03d962-47b7-41e8-8106-09902a726a75,20,Male,121024,95,Silver,Cryptocurrency,Central,18,285.8,2025-05-17,0,3.3,14,6.32,0,3
bd898af1-1965-4c08-b631-c070587b6f2c,40,Female,128877,26,Bronze,PayPal,West,24,155.94,2024-10-01,0,1.7,17,7.04,1,1
07cc9916-b56e-47fa-99e7-9f97003d490f,29,Male,71095,31,Silver,Cryptocurrency,North,16,470.6,2024-07-04,1,3.7,3,1.67,1,0
0aa4532e-e955-43b9-aa09-a37a39de13e3,37,Female,31338,99,Bronze,Cryptocurrency,East,16,63.23,2024-12-22,0,4.4,25,2.31,2,0
096eaa90-4f0d-4245-817c-512988cb97da,22,Male,107832,73,Bronze,Cryptocurrency,West,21,418.39,2025-03-20,0,2.7,18,3.32,1,0
94528f19-d6b4-46be-8d0f-31a14244e636,54,Female,31675,69,Platinum,Credit Card,West,20,218.94,2024-07-24,0,2.4,19,6.24,1,1
dc1a5217-d939-4041-9886-829cba998124,55,Male,109606,52,Bronze,PayPal,North,27,473.3,2025-06-05,0,3.8,17,4.58,2,1
88e8403c-c845-47f1-bda4-49dd9efc4d5a,47,Male,40080,72,Gold,PayPal,North,25,270.95,2024-10-03,0,4.2,21,1.85,1,1
750261ca-0e0f-4650-8522-f74771ed86da,26,Female,132675,21,Silver,PayPal,South,15,367.56,2025-04-17,0,2.2,13,8.9,2,3
0050e139-4dfc-4351-a8b5-de92195ebce6,51,Female,137513,16,Silver,PayPal,North,16,369.9,2024-11-17,1,4.2,14,4.4,2,0
469256d0-aae7-4a69-87cf-09d8e82510b5,61,Female,33936,51,Bronze,Debit Card,Central,19,352.02,2025-04-30,1,4.1,15,5.43,1,0
fe03af25-6b2f-41c6-941a-56b1e6590b07,52,Female,30019,16,Silver,Credit Card,West,18,34.19,2025-04-07,0,2.9,12,1.41,3,2
f7faf441-a914-420e-9f93-45a8a49ee429,69,Female,126718,18,Bronze,Debit Card,East,22,314.86,2024-11-28,1,2.8,23,6.05,3,0
0e9311bc-e828-44a3-8091-f7f700fcc770,39,Female,87282,47,Silver,Credit Card,North,25,448.46,2024-06-25,1,1.4,10,6.27,3,0
a6638220-7be8-412e-ab5f-e9d29f306648,61,Male,69681,56,Platinum,PayPal,West,12,423.32,2025-02-25,1,1.4,19,0.85,0,2
1e0486c3-c9a7-4765-b1db-0c2168e31e55,41,Female,108304,28,Bronze,Debit Card,East,19,458.32,2024-09-10,1,4.0,22,6.44,0,1
7c31c7cd-4551-4596-bcb5-59907814e02d,34,Male,93861,82,Gold,Cryptocurrency,South,19,227.75,2025-05-22,0,3.3,15,5.88,4,0
f9e0c59e-98e9-48b5-bb9b-38e734633b77,27,Female,130299,78,Bronze,PayPal,Central,17,232.75,2025-04-10,0,3.0,21,7.61,0,0
31854394-cd80-4978-81b8-e1b0c3768ee5,47,Female,24486,56,Bronze,PayPal,South,17,406.01,2024-07-16,0,1.2,15,0.51,2,1
83cf79e6-99dc-47f2-88ea-31dc48b6f3ec,63,Female,102021,37,Bronze,Cryptocurrency,North,32,158.7,2025-06-20,0,1.2,13,6.87,4,0
d9256ce8-ac7a-4fa3-85c0-98aef136df45,40,Female,99864,16,Bronze,PayPal,Central,21,384.89,2024-07-24,0,4.7,13,6.19,0,0
e20bb1fb-27c7-4276-a4d1-6e68d620b447,49,Female,138411,85,Bronze,Credit Card,South,15,257.16,2024-07-17,1,3.6,11,1.78,1,1
58492f68-d26f-44a3-a607-1968dc9afed6,34,Female,39112,65,Bronze,PayPal,West,20,139.52,2025-02-28,1,2.5,11,5.64,2,1
621b7009-54ec-4e1d-a1aa-0221fb910344,67,Male,71697,60,Silver,Credit Card,North,18,325.4,2025-06-20,0,3.8,16,5.52,1,1
dd9d3c08-dffe-4edf-a3c0-ea16cd5067e6,68,Female,137246,61,Bronze,Credit Card,South,22,154.94,2024-09-14,0,2.0,15,4.26,2,2
8e822ad8-220f-478e-a1b6-d1e6012e0744,34,Male,75998,11,Bronze,PayPal,Central,18,339.17,2024-11-26,1,2.6,18,5.68,0,1
883e718a-c6c6-4a5a-9ab1-578b691b0d59,31,Female,129537,75,Bronze,Cryptocurrency,Central,26,288.96,2024-08-26,0,2.8,12,5.76,2,0
baa0c91d-066f-428a-9d31-d76d3b66ba5f,26,Male,117816,66,Gold,Credit Card,East,17,363.88,2025-03-02,0,1.1,15,6.73,3,1
25fb7cd7-f845-48db-81a3-5190b0f5781b,57,Male,46576,32,Bronze,Debit Card,Central,17,303.54,2024-07-07,0,5.0,10,3.62,2,3
b1720844-62ef-4cc4-bb29-625332a7e4be,19,Male,70100,19,Platinum,Credit Card,Central,17,381.56,2024-09-06,0,2.5,7,3.55,0,2
e95fd033-a202-47ab-98af-2164eae0726a,62,Male,128064,56,Bronze,Cryptocurrency,North,20,498.14,2025-04-28,0,4.9,11,4.56,2,1
c7a008fc-13f8-404f-8094-03a4789fcf21,42,Female,101238,5,Bronze,PayPal,Central,27,239.21,2025-01-22,0,3.6,10,1.49,3,0
51b57088-8d20-4fa0-9048-47577c0f8c67,56,Male,41320,3,Bronze,Cryptocurrency,East,24,303.14,2024-12-02,1,4.7,13,5.23,3,0
fc13ed87-1f1e-4b5c-9515-5f5177390c2b,26,Female,103973,28,Bronze,Cryptocurrency,Central,19,59.93,2025-02-05,0,1.2,15,4.49,1,1
9fa52504-39d3-40c4-9c3b-9d775be07c7b,39,Male,145885,90,Gold,PayPal,East,23,475.7,2025-05-26,1,4.8,14,4.21,1,0
a9e09bc4-20d6-4248-97d0-ac456037fb47,60,Female,85729,87,Silver,Debit Card,West,23,302.21,2025-03-23,1,2.6,13,5.82,0,1
b42037d3-fcb8-4187-8a65-6cecaf677d74,63,Female,110853,94,Bronze,Debit Card,East,16,60.37,2025-04-19,0,1.5,15,1.69,2,0
605345ba-c239-4d4c-8eff-8e1e7e0dc2ce,21,Female,141992,72,Bronze,Credit Card,North,17,206.01,2025-02-25,0,3.7,9,2.88,1,0
8faa9dfb-d68c-40d1-a193-0b77d3eec484,43,Female,114018,29,Bronze,Credit Card,South,11,49.83,2024-09-19,0,4.1,23,5.66,0,0
d0c586b8-7017-4e3d-a02e-2ee6d7f642c3,46,Male,104879,77,Platinum,Debit Card,South,19,253.63,2024-07-02,0,3.6,12,6.03,0,0
33cee944-646d-496a-ba72-59799d50aeb6,62,Female,49144,59,Gold,PayPal,West,19,145.76,2025-06-17,0,3.2,17,6.46,2,2
b39e0a40-bcda-4cf4-b3bd-3981e29536de,51,Male,145143,25,Silver,Cryptocurrency,North,13,176.74,2024-12-25,0,4.3,11,5.24,1,0
c9168862-4490-4afe-8ab5-16897b27acda,40,Female,77326,22,Silver,PayPal,West,21,43.85,2025-05-21,0,3.7,18,1.36,3,0
d888d29c-820a-4b0d-a04f-170737e41de1,54,Female,97148,97,Gold,Cryptocurrency,West,22,383.58,2025-01-10,0,3.5,16,3.16,2,0
df850a5d-ba34-453c-8271-3fe8c1bc6226,28,Male,39307,71,Silver,Cryptocurrency,Central,18,422.15,2024-08-18,0,2.3,11,6.42,2,0
4f939cd4-3cce-49db-abbe-445805a7ac4c,23,Female,80598,23,Gold,Debit Card,Central,26,78.67,2024-06-27,0,4.5,14,6.83,3,2
791b2884-37ba-4b76-97d2-e68b634a249b,35,Female,39623,70,Silver,Debit Card,North,22,377.82,2024-10-04,0,3.8,10,2.44,2,0
6b73bc7e-c2ea-42d5-a7d6-61bf80a069c3,38,Male,40249,79,Bronze,PayPal,South,22,73.0,2024-12-28,0,4.6,11,3.57,0,0
0726a676-b804-4b59-a09a-f1a33e3e308b,59,Male,93765,79,Gold,Cryptocurrency,East,21,51.92,2024-09-05,0,3.4,11,4.81,3,1
0e28c585-b658-460a-9df0-fd7e1d1fee08,53,Male,111810,40,Silver,PayPal,Central,20,65.91,2025-03-12,1,4.2,20,7.21,1,0
